id	name	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	compartment	replacement_id	DB LINK	SMILES
dTDP-D-glucose	dTDP-D-glucose	false	NULL	NULL	NULL	c	r977	"(CAS ""2009-24-7"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00842"" NIL |kr| 3346617699 NIL NIL)"	Cc1(cn(c(=O)[nH]c(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(CO)C(O)C(O)C(O)2))O3))
dTMP	dTMP	false	NULL	NULL	NULL	c	r978	"(LIGAND-CPD ""C00364"" NIL |kr| 3346617701 NIL NIL)$(CAS ""365-07-1"")"	Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)O)O2))
dTTP	dTTP	false	NULL	NULL	NULL	c	r979	"(LIGAND-CPD ""C00459"" NIL |kr| 3346617699 NIL NIL)$(CAS ""365-08-2"" NIL |caspi| 3311628994 NIL NIL)"	Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2))
dUDP	dUDP	false	NULL	NULL	NULL	c	r982	"(LIGAND-CPD ""C01346"" NIL |kr| 3346617700 NIL NIL)"	c1(cc(=O)[nH]c(=O)n1C2(CC(O)C(COP(=O)(O)OP(=O)(O)O)O2))
dUMP	dUMP	false	NULL	NULL	NULL	c	r983	"(LIGAND-CPD ""C00365"" NIL |kr| 3346617699 NIL NIL)$(CAS ""964-26-1"")"	c1(cc(=O)[nH]c(=O)n1C2(CC(O)C(COP(=O)(O)O)O2))
dUTP	dUTP	false	NULL	NULL	NULL	c	r984	"(LIGAND-CPD ""C00460"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1173-82-6"")"	c1(cc(=O)[nH]c(=O)n1C2(CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2))
D-xylose_input	D-xylose	true	NULL	NULL	NULL	b	r122	NULL	NULL
D-xylose[extracellular]	D-xylose	false	NULL	NULL	NULL	e	r292	NULL	NULL
D-xylose	D-xylose	false	NULL	NULL	NULL	c	r985	"(PUBCHEM ""6027"" NIL |qwan| 3372090813 NIL NIL)$(LIGAND-CPD ""C00181"" NIL |kaipa| 3311532622 NIL NIL)$(CAS ""58-86-6"")"	C1(OC(O)C(O)C(O)C(O)1)
D-xylulose	D-xylulose	false	NULL	NULL	NULL	c	r986	"(LIGAND-CPD ""C00310"" NIL |kr| 3346617699 NIL NIL)$(CAS ""551-84-8"")"	C(O)C(O)C(C(=O)CO)O
D-xylulose-5-phosphate	D-xylulose-5-phosphate	false	NULL	NULL	NULL	c	r987	"(PUBCHEM ""439190"" NIL |caspi| 3370792140 NIL NIL)$(LIGAND-CPD ""C00231"" NIL |kr| 3346617701 NIL NIL)$(CAS ""60802-29-1"")"	C(C(=O)C(O)C(O)COP(=O)(O)O)O
erythronate-4-phosphate	erythronate-4-phosphate	false	NULL	NULL	NULL	c	r993	"(LIGAND-CPD ""C03393"" NIL |kr| 3346617699 NIL NIL)"	C(C(O)C(COP(=O)(O)O)O)([O-])=O
ethanesulfonate	ethanesulfonate	false	NULL	NULL	NULL	c	r316	NULL	NULL
ethanesulfonate[extracellular]	ethanesulfonate	false	NULL	NULL	NULL	e	r317	NULL	NULL
ethanesulfonate_input	ethanesulfonate	true	NULL	NULL	NULL	b	r318	NULL	NULL
ethanol	ethanol	false	NULL	NULL	NULL	c	r994	"(LIGAND-CPD ""C00469"" NIL |kr| 3346617700 NIL NIL)$(CAS ""64-17-5"")"	C([OH])C
ethanolamine	ethanolamine	false	NULL	NULL	NULL	c	r995	"(LIGAND-CPD ""C00189"" NIL |kaipa| 3311532624 NIL NIL)$(CAS ""141-43-5"")"	C(CN)O
ethyl-(2R)-methyl-(3S)-hydroxybutanoate	ethyl-(2R)-methyl-(3S)-hydroxybutanoate	false	NULL	NULL	NULL	c	r996	NULL	CCOC(=O)C(C)C(C)O
ethyl-2-methylacetoacetate	ethyl-2-methylacetoacetate	false	NULL	NULL	NULL	c	r997	NULL	CCOC(=O)C(C)C(C)=O
ethylene glycol	ethylene glycol	false	NULL	NULL	NULL	c	r998	"(CAS ""107-21-1"")"	C(CO)O
alginate_fructose_drain	"Exported alginate, DA=0.19"	true	NULL	NULL	NULL	b	r1539	NULL	NULL
alginate_glycerol_drain	"Exported alginate, DA=0.32"	true	NULL	NULL	NULL	b	r1540	NULL	NULL
FAD	FAD	false	NULL	NULL	NULL	c	r1000	"(LIGAND-CPD ""C00016"" NIL |keseler| 3341252030 NIL NIL)$(CAS ""146-14-5"")"	Cc2(c(cc3(nc1(c(=NC([NH]C1=O)=O)n(c(c2)3)CC(O)C(C(COP(=O)(OP(=O)(OCC6(O[CH](n5(c4(ncnc(c4nc5)N)))[CH]([CH]6O)O))O)O)O)O)))C)
FADH2	FADH2	false	NULL	NULL	NULL	c	r1001	"(LIGAND-CPD ""C01352"" NIL |kr| 3346617699 NIL NIL)$(CAS ""1910-41-4"")"	Cc4(c(cc5([NH]c6(c(N(CC(O)C(O)C(COP(=O)(O)OP(=O)(OCC1([CH](O)[CH]([CH](O1)n2(c3(ncnc(c(nc2)3)N)))O))O)O)c(c4)5)[nH]c([nH]c6=O)=O)))C)
Fe2+_input	Fe2+	true	NULL	NULL	NULL	b	r123	NULL	NULL
Fe2+[extracellular]	Fe2+	false	NULL	NULL	NULL	e	r293	NULL	NULL
Fe2+	Fe2+	false	NULL	NULL	NULL	c	r1004	"(LIGAND-CPD ""C00023"" NIL |kr| 3346617700 NIL NIL)"	[Fe++]
Fe3+	Fe3+	false	NULL	NULL	NULL	c	r294	NULL	NULL
Fe3+[extracellular]	Fe3+	false	NULL	NULL	NULL	e	r295	NULL	NULL
FMN	FMN	false	NULL	NULL	NULL	c	r1005	"(PUBCHEM ""710"" NIL |keseler| 3372102529 NIL NIL)$(LIGAND-CPD ""C00061"" NIL |kr| 3346617699 NIL NIL)$(CAS ""146-17-8"")"	C1(c2(nc3(c(n(CC(C(C(COP(O)(=O)O)O)O)O)c(=NC(N1)=O)2)cc(c(c3)C)C)))=O
FMNH2	FMNH2	false	NULL	NULL	NULL	c	r1006	"(CAS ""67-63-0"" NIL |kr| 3346617700 NIL NIL)"	c1([nH]c(=O)[nH]c2(N(c3(cc(c(C)cc(Nc12)3)C))CC(O)C(O)C(COP(O)(=O)O)O))(=O)
formaldehyde	formaldehyde	false	NULL	NULL	NULL	c	r1007	"(LIGAND-CPD ""C00067"" NIL |kr| 3346617701 NIL NIL)$(CAS ""50-00-0"")"	[CH2]=O
formamide	formamide	false	NULL	NULL	NULL	c	r1008	"(LIGAND-CPD ""C00488"" NIL |kaipa| 3311532630 NIL NIL)$(CAS ""75-12-7"" NIL |kaipa| 3311454785 NIL NIL)"	[CH](N)=O
formate	formate	false	NULL	NULL	NULL	c	r1009	"(LIGAND-CPD ""C00058"" NIL |kr| 3346617701 NIL NIL)$(CAS ""64-18-6"")"	[CH](O)=O
formyl-L-methionyl peptide	formyl-L-methionyl peptide	false	NULL	NULL	NULL	c	r1010	NULL	NULL
"fructose-1,6-bisphosphate"	"fructose-1,6-bisphosphate"	false	NULL	NULL	NULL	c	r1011	"(LIGAND-CPD ""C00354"" NIL |kr| 3346617698 NIL NIL)$(CAS ""488-69-7"")"	C(C1(C(C(C(O1)(COP(O)(O)=O)O)O)O))OP(O)(O)=O
fructose-1-phosphate	fructose-1-phosphate	false	NULL	NULL	NULL	c	r1012	"(LIGAND-CPD ""C02976"" NIL |kr| 3346617699 NIL NIL)$(CAS ""15978-08-2"")"	C(O)C1(OC(O)(COP(=O)(O)O)C(O)C(O)1)
fructose-6-phosphate	fructose-6-phosphate	false	NULL	NULL	NULL	c	r1013	"(LIGAND-CPD ""C00085"" NIL |kr| 3346617701 NIL NIL)$(CAS ""643-13-0"")"	C(O)C1(O)(OC(COP(=O)(O)O)C(O)C(O)1)
fumarate_input	fumarate	true	NULL	NULL	NULL	b	r125	NULL	NULL
fumarate_drain	fumarate	true	NULL	NULL	NULL	b	r227	NULL	NULL
fumarate[extracellular]	fumarate	false	NULL	NULL	NULL	e	r296	NULL	NULL
fumarate	fumarate	false	NULL	NULL	NULL	c	r1016	"(LIGAND-CPD ""C00122"" NIL |kr| 3346617698 NIL NIL)$(CAS ""110-17-8"")"	C(O)(C=CC(=O)O)=O
gallate	gallate	false	NULL	NULL	NULL	c	r1020	"(LIGAND-CPD ""c01424"" NIL |kawakami| 3278882786 NIL NIL)$(UM-BBD-CPD ""c0006"" NIL |kawakami| 3278882786 NIL NIL)$(CAS ""149-91-7"")"	C(O)(=O)c1(cc(c(c(c1)O)O)O)
gamma-butyrobetaine	gamma-butyrobetaine	false	NULL	NULL	NULL	c	r714	NULL	C(CCC([O-])=O)[N+](C)(C)C
GDP	GDP	false	NULL	NULL	NULL	c	r1021	"(LIGAND-CPD ""C00035"" NIL |kr| 3346617700 NIL NIL)$(CAS ""146-91-8"")"	C(OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
GDP-4-dehydro-6-deoxy-D-mannose	GDP-4-dehydro-6-deoxy-D-mannose	false	NULL	NULL	NULL	c	r1023	"(LIGAND-CPD ""C01222"" NIL |kr| 3346617699 NIL NIL)"	CC4(OC(OP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23))))C(O)C(O)C(=O)4)
GDP-4-dehydro-6-L-deoxygalactose	GDP-4-dehydro-6-L-deoxygalactose	false	NULL	NULL	NULL	c	r1024	NULL	CC4(OC(OP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23))))C(O)C(O)C(=O)4)
GDP-D-mannose	GDP-D-mannose	false	NULL	NULL	NULL	c	r1027	"(LIGAND-CPD ""C00096"" NIL |kr| 3346617698 NIL NIL)"	C(C4(C(C(C(C(OP(OP(OCC3(C(C(C(n2(c1(c(c([nH]c(n1)N)=O)nc2)))O3)O)O))(O)=O)(O)=O)O4)O)O)O))O
GDP-D-rhamnose	GDP-D-rhamnose	false	NULL	NULL	NULL	c	r1029	NULL	CC4(OC(OP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23))))C(O)C(O)C(O)4)
GDP-L-fucose	GDP-L-fucose	false	NULL	NULL	NULL	c	r1031	"(LIGAND-CPD ""C00325"" NIL |kr| 3346617698 NIL NIL)$(CAS ""15839-70-0"")"	C(C3(C(C(C(n2(c1(c(c([nH]c(n1)N)=O)nc2)))O3)O)O))OP(OP(OC4(C(C(C(C(O4)C)O)O)O))(O)=O)(O)=O
GDP-mannuronate	GDP-mannuronate	false	NULL	NULL	NULL	c	r1032	NULL	C(OP(=O)(O)OP(=O)(O)OC1(OC(C(=O)O)C(O)C(O)C(O)1))C2(OC(C(O)C(O)2)n4(cnc3(c(=O)[nH]c(N)nc34)))
geranoyl-coA	geranoyl-coA	false	NULL	NULL	NULL	c	r1033	NULL	CC(COP(OP(OCC1(C(OP(O)(=O)O)C(C(O1)n2(cnc3(c2ncnc(N)3)))O))(=O)O)(O)=O)(C)C(O)C(NCCC(=O)NCCSC(C=C(CCC=C(C)C)C)=O)=O
geranyl-PP	geranyl-PP	false	NULL	NULL	NULL	c	r1037	"(LIGAND-CPD ""C00341"" NIL |kr| 3346617699 NIL NIL)"	C(C=C(C)CCC=C(C)C)OP(O)(OP(=O)(O)O)=O
gluconate_input	gluconate	true	NULL	NULL	NULL	b	r110	NULL	NULL
gluconate_drain	gluconate	true	NULL	NULL	NULL	b	r218	NULL	NULL
gluconate	gluconate	false	NULL	NULL	NULL	c	r1038	"(LIGAND-CPD ""C00257"" NIL |kr| 3346617698 NIL NIL)$(CAS ""526-95-4"")"	C(O)([CH]([CH](O)[CH](O)[CH](O)CO)O)=O
gluconate[extracellular]	gluconate	false	NULL	NULL	NULL	e	r1039	"(LIGAND-CPD ""C00257"" NIL |kr| 3346617698 NIL NIL)$(CAS ""526-95-4"")"	C(O)([CH]([CH](O)[CH](O)[CH](O)CO)O)=O
glucono-delta-lactone	glucono-delta-lactone	false	NULL	NULL	NULL	c	r1040	"(CAS ""90-80-2"")"	C1(C(C(C(C(O1)CO)O)O)O)=O
glucosyl-heptosyl2-KDO2-lipid A	glucosyl-heptosyl2-KDO2-lipid A	false	NULL	NULL	NULL	c	r1041	NULL	NULL
glucosyl-heptosyl2-KDO2-lipid A-phosphate	glucosyl-heptosyl2-KDO2-lipid A-phosphate	false	NULL	NULL	NULL	c	r1042	NULL	NULL
glutaconate	glutaconate	false	NULL	NULL	NULL	c	r1045	NULL	C(=O)(O)CC=CC(=O)O
glutaconyl-CoA	glutaconyl-CoA	false	NULL	NULL	NULL	c	r1046	"(CAS ""6712-05-6"")"	CC(COP(O)(=O)OP(OC[CH]1([CH]([CH](O)[CH](O1)n3(c2(c(c(N)ncn2)nc3)))OP(=O)(O)O))(=O)O)(C)C(C(NCCC(=O)NCCSC(=O)C=CCC(O)=O)=O)O
glutamate-1-semialdehyde	glutamate-1-semialdehyde	false	NULL	NULL	NULL	c	r1048	"(LIGAND-CPD ""C03741"" NIL |kr| 3346617699 NIL NIL)"	[CH](C(CCC(O)=O)N)=O
glutaminyl-tRNAGln	glutaminyl-tRNAGln	false	NULL	NULL	NULL	c	r1049	NULL	NULL
glutamyl-tRNAGln	glutamyl-tRNAGln	false	NULL	NULL	NULL	c	r1050	NULL	NULL
glutarate	glutarate	false	NULL	NULL	NULL	c	r48	NULL	NULL
glutaryl-CoA	glutaryl-CoA	false	NULL	NULL	NULL	c	r1051	NULL	[CH]1([CH](O)[CH]([CH](COP(O)(=O)OP(=O)(OCC(C)(C)C(C(NCCC(=O)NCCSC(CCCC(=O)O)=O)=O)O)O)O1)OP(=O)(O)O)(n3(cnc2(c(ncnc23)N)))
glutathione	glutathione	false	NULL	NULL	NULL	c	r1052	"(LIGAND-CPD ""C00051"" NIL |kr| 3346617699 NIL NIL)$(CAS ""70-18-8"")"	C(C(N)CCC(NC(CS)C(NCC(=O)O)=O)=O)(=O)O
glyceraldehyde_input	glyceraldehyde	true	NULL	NULL	NULL	b	r114	NULL	NULL
glyceraldehyde_drain	glyceraldehyde	true	NULL	NULL	NULL	b	r219	NULL	NULL
glyceraldehyde[extracellular]	glyceraldehyde	false	NULL	NULL	NULL	e	r285	NULL	NULL
glyceraldehyde	glyceraldehyde	false	NULL	NULL	NULL	c	r1055	"(CAS ""453-17-8"" NIL |kr| 3346617699 NIL NIL)$(PUBCHEM ""79014"" NIL |keseler| 3342464328 NIL NIL)$(LIGAND-CPD ""C00577"" NIL |keseler| 3342464328 NIL NIL)$(CAS ""367-47-5"")"	C(C(O)C=O)O
glycerate	glycerate	false	NULL	NULL	NULL	c	r1056	"(CAS ""473-81-4"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00258"" NIL |kr| 3346617700 NIL NIL)$(CAS ""6000-40-4"")"	C(C(O)C(=O)O)O
glycerol_input	glycerol	true	NULL	NULL	NULL	b	r126	NULL	NULL
glycerol_drain	glycerol	true	NULL	NULL	NULL	b	r228	NULL	NULL
glycerol	glycerol	false	NULL	NULL	NULL	c	r1057	"(LIGAND-CPD ""C00116"" NIL |kaipa| 3311532622 NIL NIL)$(CAS ""56-81-5"")"	C(C(O)CO)O
glycerol[extracellular]	glycerol	false	NULL	NULL	NULL	e	r1059	"(LIGAND-CPD ""C00116"" NIL |kaipa| 3311532622 NIL NIL)$(CAS ""56-81-5"")"	C(C(O)CO)O
glycine_input	glycine	true	NULL	NULL	NULL	b	r128	NULL	NULL
glycine_drain	glycine	true	NULL	NULL	NULL	b	r230	NULL	NULL
glycine	glycine	false	NULL	NULL	NULL	c	r1060	"(LIGAND-CPD ""C00037"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""56-40-6"")"	C(=O)(O)CN
glycine[extracellular]	glycine	false	NULL	NULL	NULL	e	r1063	"(LIGAND-CPD ""C00037"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""56-40-6"")"	C(=O)(O)CN
glycine betaine_input	glycine betaine	true	NULL	NULL	NULL	b	r129	NULL	NULL
glycine betaine	glycine betaine	false	NULL	NULL	NULL	c	r1061	"(LIGAND-CPD ""C00719"" NIL |kr| 3346617699 NIL NIL)$(CAS ""107-43-7"")"	C(C[N+](C)(C)C)([O-])=O
glycine betaine[extracellular]	glycine betaine	false	NULL	NULL	NULL	e	r1062	"(LIGAND-CPD ""C00719"" NIL |kr| 3346617699 NIL NIL)$(CAS ""107-43-7"")"	C(C[N+](C)(C)C)([O-])=O
glycolaldehyde	glycolaldehyde	false	NULL	NULL	NULL	c	r1064	"(LIGAND-CPD ""C00266"" NIL |kr| 3346617701 NIL NIL)$(CAS ""141-46-8"")"	C(C=O)O
glycolate_input	glycolate	true	NULL	NULL	NULL	b	r130	NULL	NULL
glycolate_drain	glycolate	true	NULL	NULL	NULL	b	r231	NULL	NULL
glycolate	glycolate	false	NULL	NULL	NULL	c	r1065	"(LIGAND-CPD ""C00160"" NIL |kaipa| 3311532623 NIL NIL)$(CAS ""79-14-1"")"	C(CO)(=O)O
glycolate[extracellular]	glycolate	false	NULL	NULL	NULL	e	r1066	"(LIGAND-CPD ""C00160"" NIL |kaipa| 3311532623 NIL NIL)$(CAS ""79-14-1"")"	C(CO)(=O)O
glycyl-tRNAgly	glycyl-tRNAgly	false	NULL	NULL	NULL	c	r463	NULL	NULL
glyoxylate	glyoxylate	false	NULL	NULL	NULL	c	r1067	"(LIGAND-CPD ""C00048"" NIL |kr| 3346617698 NIL NIL)$(CAS ""298-12-4"")"	C([CH]=O)(=O)O
GMP	GMP	false	NULL	NULL	NULL	c	r1068	"(LIGAND-CPD ""C00144"" NIL |kr| 3346617701 NIL NIL)$(CAS ""85-32-5"")"	C(OP(O)(=O)O)C1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
GTP	GTP	false	NULL	NULL	NULL	c	r1070	"(LIGAND-CPD ""C00044"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""c00044"" NIL |kawakami| 3293574949 NIL NIL)$(CAS ""86-01-1"")"	C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
guanine	guanine	false	NULL	NULL	NULL	c	r1071	"(LIGAND-CPD ""C00242"" NIL |kr| 3346617699 NIL NIL)$(CAS ""73-40-5"")"	c12(nc([nH]c(=O)c(nc[nH]1)2)N)
guanosine	guanosine	false	NULL	NULL	NULL	c	r1072	"(LIGAND-CPD ""C00387"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""118-00-3"")"	C([CH]3([CH](O)[CH](O)[CH](n2(c1(c(c(=O)[nH]c(N)n1)nc2)))O3))O
guanosine 3'-diphosphate 5'-triphosphate	guanosine 3'-diphosphate 5'-triphosphate	false	NULL	NULL	NULL	c	r1073	"(LIGAND-CPD ""C04494"" NIL |kr| 3346617698 NIL NIL)"	C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(OP(=O)(O)OP(=O)(O)O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
"guanosine 5'-diphosphate,3'-diphosphate"	"guanosine 5'-diphosphate,3'-diphosphate"	false	NULL	NULL	NULL	c	r1074	"(LIGAND-CPD ""C01228"" NIL |kr| 3346617701 NIL NIL)"	C(OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(OP(=O)(O)OP(=O)(O)O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
H+_input	H+	true	NULL	NULL	NULL	b	r131	NULL	NULL
H+_drain	H+	true	NULL	NULL	NULL	b	r232	NULL	NULL
H+	H+	true	NULL	NULL	NULL	c	r1077	"(CAS ""12408-02-5"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00080"" NIL |kr| 3346617700 NIL NIL)"	[H+]
H+[extracellular]	H+	true	NULL	NULL	NULL	e	r1078	"(CAS ""12408-02-5"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00080"" NIL |kr| 3346617700 NIL NIL)"	[H+]
EnergyH+	H+ involved in electron transport and ATP generation	false	NULL	NULL	NULL	c	r1534	NULL	NULL
EnergyH+[extracellular]	H+ involved in electron transport and ATP generation	false	NULL	NULL	NULL	e	r1535	NULL	NULL
H2_input	H2	true	NULL	NULL	NULL	b	r132	NULL	NULL
H2_drain	H2	true	NULL	NULL	NULL	b	r233	NULL	NULL
H2[extracellular]	H2	false	NULL	NULL	NULL	e	r297	NULL	NULL
H2	H2	false	NULL	NULL	NULL	c	r1079	"(LIGAND-CPD ""C00282"" NIL |kr| 3346617701 NIL NIL)$(CAS ""1333-74-0"" NIL |hopkinso| 3315143367 NIL NIL)"	[HH]
H2CO3	H2CO3	false	NULL	NULL	NULL	c	r1081	"(CAS ""463-79-6"")"	C(O)(=O)O
H2O_input	H2O	true	NULL	NULL	NULL	b	r133	NULL	NULL
H2O_drain	H2O	true	NULL	NULL	NULL	b	r234	NULL	NULL
H2O[extracellular]	H2O	true	NULL	NULL	NULL	e	r298	NULL	NULL
H2O	H2O	true	NULL	NULL	NULL	c	r1082	"(LIGAND-CPD ""C00001"" NIL |kr| 3346617699 NIL NIL)$(CAS ""7732-18-5"")"	[OH2]
H2O2	H2O2	false	NULL	NULL	NULL	c	r1083	"(LIGAND-CPD ""C00027"" NIL |kr| 3346617700 NIL NIL)$(CAS ""7722-84-1"")"	OO
HCO3-_input	HCO3-	true	NULL	NULL	NULL	b	r96	NULL	NULL
HCO3-_drain	HCO3-	true	NULL	NULL	NULL	b	r207	NULL	NULL
HCO3-[extracellular]	HCO3-	false	NULL	NULL	NULL	e	r278	NULL	NULL
HCO3-	HCO3-	false	NULL	NULL	NULL	c	r1085	"(CAS ""71-52-3"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00288"" NIL |kr| 3346617699 NIL NIL)$(CAS ""144-55-8"")"	C([O-])(=O)O
hdca[extracellular]	Hexadecanoate (n-C16:0)	false	NULL	NULL	NULL	e	r28	NULL	NULL
hdca_input	Hexadecanoate (n-C16:0)	true	NULL	NULL	NULL	b	r134	NULL	NULL
hdca_drain	Hexadecanoate (n-C16:0)	true	NULL	NULL	NULL	b	r236	NULL	NULL
hdca	Hexadecanoate (n-C16:0)	false	NULL	NULL	NULL	c	r342	NULL	NULL
hdd2coa	trans-Hexadec-2-enoyl-CoA	false	NULL	NULL	NULL	c	r18	NULL	NULL
hdeACP	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	false	NULL	NULL	NULL	c	r6	NULL	NULL
heme	heme	false	NULL	NULL	NULL	c	r504	NULL	NULL
heme[extracellular]	heme	false	NULL	NULL	NULL	e	r505	NULL	NULL
heme _drain	heme 	true	NULL	NULL	NULL	b	r275	NULL	NULL
heme o	heme o	false	NULL	NULL	NULL	c	r1086	NULL	Cc1(c2(C=C6(C(C=C)=C(C)C5(C=c4(c(C(CCC=C(CCC=C(CCC=C(C)C)C)C)O)c(C)c3(=CC7(C(C)=C(CCC(O)=O)C8(=Cc(c(CCC(O)=O)1)n2[Fe](n34)(N=56)N=78))))))))
heptosyl2-KDO2-lipid A	heptosyl2-KDO2-lipid A	false	NULL	NULL	NULL	c	r1088	NULL	NULL
heptosyl-KDO2-lipid A	heptosyl-KDO2-lipid A	false	NULL	NULL	NULL	c	r1089	NULL	NULL
hexACP	Hexanoyl-ACP (n-C6:0ACP)	false	NULL	NULL	NULL	c	r409	NULL	NULL
Hg0_input	Hg0	true	NULL	NULL	NULL	b	r189	NULL	NULL
Hg0_drain	Hg0	true	NULL	NULL	NULL	b	r273	NULL	NULL
Hg0	Hg0	false	NULL	NULL	NULL	c	r1094	NULL	[Hg]
Hg0[extracellular]	Hg0	false	NULL	NULL	NULL	e	r1095	NULL	[Hg]
histidinal	histidinal	false	NULL	NULL	NULL	c	r1096	NULL	c1(c(C[CH](N)C=O)nc[nH]1)
histidinol	histidinol	false	NULL	NULL	NULL	c	r1097	"(LIGAND-CPD ""C00860"" NIL |kr| 3346617700 NIL NIL)$(CAS ""501-28-0"")"	c1(c(nc[nH]1)CC(CO)N)
homogentisate	homogentisate	false	NULL	NULL	NULL	c	r1098	NULL	C(O)(=O)Cc1(c(ccc(c1)O)O)
homoserine_input	homoserine	true	NULL	NULL	NULL	b	r164	NULL	NULL
homoserine_drain	homoserine	true	NULL	NULL	NULL	b	r263	NULL	NULL
homoserine[extracellular]	homoserine	false	NULL	NULL	NULL	e	r304	NULL	NULL
homoserine	homoserine	false	NULL	NULL	NULL	c	r1099	"(CAS ""672-15-1"" NIL |kr| 3346617698 NIL NIL)$(LIGAND-CPD ""C00263"" NIL |kaipa| 3311532629 NIL NIL)"	C(O)([CH](CCO)N)=O
hx2coa	trans-Hex-2-enoyl-CoA	false	NULL	NULL	NULL	c	r8	NULL	NULL
hxa[extracellular]	Hexanoate (n-C6:0)	false	NULL	NULL	NULL	e	r29	NULL	NULL
hxa_input	Hexanoate (n-C6:0)	true	NULL	NULL	NULL	b	r136	NULL	NULL
hxa_drain	Hexanoate (n-C6:0)	true	NULL	NULL	NULL	b	r237	NULL	NULL
hxa	Hexanoate (n-C6:0)	false	NULL	NULL	NULL	c	r343	NULL	NULL
hxcoa	Hexanoyl-CoA (n-C6:0CoA)	false	NULL	NULL	NULL	c	r9	NULL	NULL
hydrogen cyanide	hydrogen cyanide	false	NULL	NULL	NULL	c	r1101	"(CAS ""57-12-5"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C01326"" NIL |kr| 3346617700 NIL NIL)"	[CH]#N
hydrogen sulfide	hydrogen sulfide	false	NULL	NULL	NULL	c	r1102	"(CAS ""06/04/7783"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00283"" NIL |kr| 3346617699 NIL NIL)"	[SH2]
hydrogenobyrinate	hydrogenobyrinate	false	NULL	NULL	NULL	c	r1104	NULL	CC3(C4(=C(C)C1(=NC(C(C1CCC(O)=O)(CC(=O)O)C)(C)[CH]2(NC(C(C2CC(=O)O)(C)CCC(=O)O)=C(C5(=NC(=CC(C(CCC(=O)O)3)=N4)C(C)(C)C(CCC(=O)O)5))C))))CC(=O)O
"hydrogenobyrinate a,c-diamide"	"hydrogenobyrinate a,c-diamide"	false	NULL	NULL	NULL	c	r1105	NULL	CC3(C4(=C(C)C1(=NC(C(C1CCC(O)=O)(CC(=O)N)C)(C)[CH]2(NC(C(C2CC(=O)O)(C)CCC(=O)O)=C(C5(=NC(=CC(C(CCC(=O)O)3)=N4)C(C)(C)C(CCC(=O)O)5))C))))CC(=O)N
hydroxymethylbilane	hydroxymethylbilane	false	NULL	NULL	NULL	c	r1106	"(LIGAND-CPD ""C01024"" NIL |kr| 3346617699 NIL NIL)$(CAS ""73023-76-4"")"	c1(c(c(c(n1)Cc2(nc(c(c2CCC(O)=O)CC(=O)O)Cc3(c(c(c(n3)Cc4(nc(c(c4CCC(O)=O)CC(=O)O)CO))CC(O)=O)CCC(=O)O)))CCC(=O)O)CC(O)=O)
hydroxymethylpyrimidine	hydroxymethylpyrimidine	false	NULL	NULL	NULL	c	r1107	"(LIGAND-CPD ""C01279"" NIL |kr| 3346617700 NIL NIL)$(CAS ""73-67-6"" NIL |caspi| 3305659566 NIL NIL)"	c1(nc(nc(c1CO)N)C)
